5.57E+17,2681290201,skizzzzzy,Tue Jan 20 07:29:42 +0000 2015,NULL,NULL,Why you out here worrying about other people ? Worry about yourself bitch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,****,Why you out here worrying about other people ? Worry about yourself bitch,"you, yourself, ",0,0,0,0,1,1,0,1,0,0,Direct Bullying,1
5.57E+17,496621608,grooovy__,Tue Jan 20 07:29:42 +0000 2015,cmilllzzz,NULL,RT @cmilllzzz: If I don't like you.. DONT TALK TO MY FRIENDS... bitch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,****,RT @cmilllzzz: If I don't like you.. DONT TALK TO MY FRIENDS... bitch,"I, you,my",0,0,1,1,1,0,0,1,1,0,Direct Bullying,1
5.57E+17,978815358,BabyJoeee,Tue Jan 20 07:29:42 +0000 2015,NULL,NULL,You lil dumbass bitch,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,****,You lil dumbass bitch,"you,",0,0,0,0,1,0,0,2,0,0,Direct Bullying,1
5.57E+17,1492127894,ayohcrystal10,Tue Jan 20 07:29:42 +0000 2015,jessicaaroseb,442290654,"@jessicaaroseb  yay I'm glad! Bitch PLZ I'm cute , but nothing compared to you lmao?? &amp; I'm not just saying this so I can keep receiving",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,****,"@jessicaaroseb  yay I'm glad! Bitch PLZ I'm cute , but nothing compared to you lmao?? &amp; I'm not just saying this so I can keep receiving","you, I, this,",3,0,1,1,1,1,0,1,0,1,No Bullying,0
5.57E+17,2293988431,Liiyyaaaahhhhh,Tue Jan 20 07:29:41 +0000 2015,Rvvnnn,2161929092,?@Rvvnnn: No forreal rave &amp; lil Tessa will rush the bitch??? my BGs ????????????,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"text:u'\u201c@Rvvnnn:, No, Tessa, ",?@Rvvnnn: No forreal rave &amp; lil Tessa will rush the bitch??? my BGs ????????????,"my, ",0,0,1,1,0,0,1,1,0,0,indirect Bullying,2
5.57E+17,240858928,Veni_VediVici,Tue Jan 20 07:29:41 +0000 2015,NULL,NULL,??this lil bitch b making me wanna beat ha ass??but I told myself I'm not s women beater??,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,****,??this lil bitch b making me wanna beat ha ass??but I told myself I'm not s women beater??,"me, I, myself,this, ",2,0,1,1,0,1,0,2,0,0,indirect Bullying,2
5.57E+17,801677514,ohcaseynicole,Tue Jan 20 07:29:41 +0000 2015,thelexigeorge,545646761,@thelexigeorge  no one can work for things they want anymore. It's all about taking.im so sorry that happened to you. Karmas a bitch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,karma,@thelexigeorge  no one can work for things they want anymore. It's all about taking.im so sorry that happened to you. Karmas a bitch,"they, I,you,",0,0,1,1,1,1,1,1,0,1,No Bullying,0
5.57E+17,431138015,tKOs_way,Tue Jan 20 07:29:41 +0000 2015,NULL,NULL,"I'll break a bitch heart on Valentine's Day, it happened before",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,****,"I'll break a bitch heart on Valentine's Day, it happened before","it, I,",0,0,0,1,0,1,0,1,0,0,indirect Bullying,2
5.57E+17,1229040518,SamanthaBonillo,Tue Jan 20 07:29:40 +0000 2015,NULL,NULL,This bitch is sleeping diagonally,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,****,This bitch is sleeping diagonally,"this,",0,0,0,0,0,1,0,1,0,0,No Bullying,0
5.57E+17,209081224,LottieMoss,Tue Jan 20 07:29:40 +0000 2015,RiverCrowson,1245760556,?@RiverCrowson: Suck my dick you fat bitch? @katieMannxxx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,****,?@RiverCrowson: Suck my dick you fat bitch? @katieMannxxx,"my, you, ",0,0,0,1,1,0,0,2,0,0,Direct Bullying,1
